Time_ms,imu_RTx,imu_LTx,imu_1_left_shaking,imu_2_right_shaking,imu_3_left_foot,imu_4_right_foot,RLTx_delay,torque_delay,tau_raw_L,tau_raw_R,S_torque_command_left,S_torque_command_right,M1_torque_command,M2_torque_command,Rescaling_gain,imu_Rvel,imu_Lvel,freq_avg,R_flexion,L_flexion,extra3,R_extension,L_extension
30626,-8.2854,-29.1907,-274.1545,-54.2961,-68.7596,-71.0997,21.8850,0.0000,-20.8557,20.8557,0.0000,0.0000,0.0000,0.0000,0.0000,3.7231,0.4883,0.0000,0.0002,-0.0004,0.0000,-0.0169,0.0164
30636,-8.2524,-29.1962,-274.1545,-54.2961,-68.7322,-71.0997,21.8470,0.0000,-20.8085,20.8085,0.0000,0.0000,0.0000,0.0000,0.0000,3.6011,0.6104,0.0000,0.0001,-0.0004,0.0000,-0.0169,0.0164
30646,-8.2524,-29.1962,-274.1545,-54.2852,-68.7047,-71.0997,21.8120,0.0000,-20.7570,20.7570,0.0000,0.0000,0.0000,0.0000,0.0000,3.6011,0.5493,0.0000,0.0001,-0.0004,0.0000,-0.0170,0.0165
30656,-8.2524,-29.2017,-274.1545,-54.2852,-68.7047,-71.0997,21.7828,0.0000,-20.7097,20.7097,0.0000,0.0000,0.0000,0.0000,0.0000,3.6011,0.3662,0.0000,0.0001,-0.0004,0.0000,-0.0171,0.0165
30666,-8.2195,-29.2072,-274.1545,-54.2742,-68.6553,-71.0997,21.7628,0.0000,-20.6643,20.6643,0.0000,0.0000,0.0000,0.0000,0.0000,2.0142,0.3052,0.0000,0.0001,-0.0004,0.0000,-0.0172,0.0165
30676,-8.2195,-29.2127,-274.1545,-54.2632,-68.6278,-71.0997,21.7508,0.0000,-20.6250,20.6250,0.0000,0.0000,0.0000,0.0000,0.0000,2.0142,0.3052,0.0000,0.0001,-0.0003,0.0000,-0.0173,0.0164
30686,-8.2085,-29.2182,-274.1545,-54.2632,-68.6003,-71.0997,21.7453,0.0000,-20.5922,20.5922,0.0000,0.0000,0.0000,0.0000,0.0000,1.8921,0.3662,0.0000,0.0001,-0.0003,0.0000,-0.0174,0.0161
30696,-8.1920,-29.2182,-274.1545,-54.2687,-68.5729,-71.0997,21.7455,0.0000,-20.5628,20.5628,0.0000,0.0000,0.0000,0.0000,0.0000,1.7700,0.4272,0.0000,0.0001,-0.0003,0.0000,-0.0174,0.0154
30706,-8.1700,-29.2237,-274.1545,-54.3126,-68.5454,-71.0997,21.7493,0.0000,-20.5344,20.5344,0.0000,0.0000,0.0000,0.0000,0.0000,2.1973,0.4883,0.0000,0.0001,-0.0003,0.0000,-0.0174,0.0144
30716,-8.1700,-29.2237,-274.1545,-54.3676,-68.5125,-71.0997,21.7566,0.0000,-20.5077,20.5077,0.0000,0.0000,0.0000,0.0000,0.0000,2.1973,0.4883,0.0000,0.0001,-0.0003,0.0000,-0.0173,0.0132
30726,-8.1426,-29.2292,-274.1545,-54.3950,-68.4905,-71.0997,21.7650,0.0000,-20.4830,20.4830,0.0000,0.0000,0.0000,0.0000,0.0000,2.6855,0.4883,0.0000,0.0001,-0.0003,0.0000,-0.0171,0.0121
30736,-8.1151,-29.2292,-274.1545,-54.4005,-68.4630,-71.0997,21.7761,0.0000,-20.4604,20.4604,0.0000,0.0000,0.0000,0.0000,0.0000,2.7466,0.4883,0.0000,0.0001,-0.0003,0.0000,-0.0171,0.0107
30746,-8.0986,-29.2292,-274.1545,-54.4060,-68.4355,-71.0997,21.7892,0.0000,-20.4410,20.4410,0.0000,0.0000,0.0000,0.0000,0.0000,2.3193,0.5493,0.0000,0.0001,-0.0003,0.0000,-0.0173,0.0097
30756,-8.0986,-29.2292,-274.1545,-54.4005,-68.4355,-71.0997,21.7975,0.0000,-20.4249,20.4249,0.0000,0.0000,0.0000,0.0000,0.0000,2.3193,0.5493,0.0000,0.0001,-0.0003,0.0000,-0.0190,0.0088
30766,-8.0822,-29.2237,-274.1545,-54.4115,-68.4355,-71.0997,21.8012,0.0000,-20.4113,20.4113,0.0000,0.0000,0.0000,0.0000,0.0000,2.0752,0.6104,0.0000,0.0001,-0.0003,0.0000,-0.0204,0.0079
30776,-8.0822,-29.2237,-274.1545,-54.4390,-68.4355,-71.0997,21.8015,0.0000,-20.3992,20.3992,0.0000,0.0000,0.0000,0.0000,0.0000,2.0752,0.6104,0.0000,0.0002,-0.0003,0.0000,-0.0217,0.0071
30786,-8.0602,-29.2237,-274.1545,-54.4390,-68.4355,-71.0997,21.8025,0.0000,-20.3883,20.3883,0.0000,0.0000,0.0000,0.0000,0.0000,2.1362,0.6104,0.0000,0.0002,-0.0003,0.0000,-0.0224,0.0064
30796,-8.0382,-29.2182,-274.1545,-54.4390,-68.4136,-71.1052,21.7998,0.0000,-20.3791,20.3791,0.0000,0.0000,0.0000,0.0000,0.0000,2.1973,0.7324,0.0000,0.0002,-0.0003,0.0000,-0.0226,0.0057
30806,-8.0217,-29.2127,-274.1545,-54.4390,-68.3531,-71.1052,21.7905,0.0000,-20.3721,20.3721,0.0000,0.0000,0.0000,0.0000,0.0000,2.2583,0.8545,0.0000,0.0002,-0.0003,0.0000,-0.0221,0.0052
30816,-8.0217,-29.2072,-274.1545,-54.4115,-68.2982,-71.1052,21.7782,0.0000,-20.3675,20.3675,0.0000,0.0000,0.0000,0.0000,0.0000,2.2583,0.9766,0.0000,0.0002,-0.0003,0.0000,-0.0213,0.0047
30826,-7.9998,-29.1962,-274.1545,-54.3950,-68.2817,-71.1052,21.7597,0.0000,-20.3615,20.3615,0.0000,0.0000,0.0000,0.0000,0.0000,2.3193,0.9766,0.0000,0.0002,-0.0003,0.0000,-0.0202,0.0043
30836,-7.9229,-29.1907,-274.1545,-54.3785,-68.2653,-71.1052,21.7399,0.0000,-20.3564,20.3564,0.0000,0.0000,0.0000,0.0000,0.0000,1.9531,0.9766,0.0000,0.0002,-0.0003,0.0000,-0.0190,0.0041
30846,-7.8679,-29.1797,-274.1545,-54.3621,-68.2488,-71.1052,21.7216,0.0000,-20.3575,20.3575,0.0000,0.0000,0.0000,0.0000,0.0000,1.6479,1.0986,0.0000,0.0001,-0.0003,0.0000,-0.0179,0.0039
30856,-7.8679,-29.1633,-274.1545,-54.3456,-68.2323,-71.1052,21.7004,0.0000,-20.3636,20.3636,0.0000,0.0000,0.0000,0.0000,0.0000,1.6479,1.2207,0.0000,0.0001,-0.0003,0.0000,-0.0167,0.0038
30866,-7.8459,-29.1303,-274.1545,-54.3291,-68.2158,-71.1052,21.6771,0.0000,-20.3744,20.3744,0.0000,0.0000,0.0000,0.0000,0.0000,1.5869,1.5259,0.0000,0.0001,-0.0002,0.0000,-0.0157,0.0038
30876,-7.8020,-29.1303,-274.1545,-54.3126,-68.2048,-71.1052,21.6639,0.0000,-20.3909,20.3909,0.0000,0.0000,0.0000,0.0000,0.0000,1.9531,1.5259,0.0000,0.0001,-0.0002,0.0000,-0.0147,0.0041
30886,-7.7690,-29.1138,-274.1545,-54.2906,-68.1938,-71.1052,21.6607,0.0000,-20.4127,20.4127,0.0000,0.0000,0.0000,0.0000,0.0000,2.1362,1.6479,0.0000,0.0001,-0.0002,0.0000,-0.0139,0.0044
30896,-7.7416,-29.0919,-274.1545,-54.2467,-68.1884,-71.1052,21.6449,0.0000,-20.4365,20.4365,0.0000,0.0000,0.0000,0.0000,0.0000,2.3804,1.7700,0.0000,0.0001,-0.0002,0.0000,-0.0132,0.0051
30906,-7.7416,-29.0919,-274.1545,-54.2247,-68.1829,-71.1052,21.6235,0.0000,-20.4627,20.4627,0.0000,0.0000,0.0000,0.0000,0.0000,2.3804,1.7700,0.0000,0.0001,-0.0002,0.0000,-0.0126,0.0058
30916,-7.7416,-29.0479,-274.1545,-54.2247,-68.1829,-71.1052,21.6119,0.0000,-20.4938,20.4938,0.0000,0.0000,0.0000,0.0000,0.0000,2.3804,1.9531,0.0000,0.0001,-0.0002,0.0000,-0.0123,0.0068
30926,-7.6427,-29.0204,-274.1545,-54.2247,-68.1829,-71.1052,21.6066,0.0000,-20.5300,20.5300,0.0000,0.0000,0.0000,0.0000,0.0000,2.3804,2.0142,0.0000,0.0001,-0.0002,0.0000,-0.0119,0.0079
30936,-7.6042,-28.9655,-274.1545,-54.1973,-68.1499,-71.1052,21.6011,0.0000,-20.5741,20.5741,0.0000,0.0000,0.0000,0.0000,0.0000,2.3804,1.9531,0.0000,0.0001,-0.0002,0.0000,-0.0118,0.0088
30946,-7.6042,-28.9655,-274.1545,-54.1753,-68.1389,-71.1052,21.5936,0.0000,-20.6199,20.6199,0.0000,0.0000,0.0000,0.0000,0.0000,2.3804,1.9531,0.0000,0.0001,-0.0002,0.0000,-0.0117,0.0104
30956,-7.5273,-28.9380,-274.1545,-54.1588,-68.1224,-71.1052,21.5843,0.0000,-20.6667,20.6667,0.0000,0.0000,0.0000,0.0000,0.0000,2.5635,2.0142,0.0000,0.0001,-0.0002,0.0000,-0.0120,0.0119
30966,-7.5273,-28.9106,-274.1545,-54.1643,-68.1060,-71.1052,21.5721,0.0000,-20.7159,20.7159,0.0000,0.0000,0.0000,0.0000,0.0000,2.5635,1.9531,0.0000,0.0001,-0.0002,0.0000,-0.0126,0.0130
30976,-7.4999,-28.8831,-274.1545,-54.1478,-68.0895,-71.1052,21.5574,0.0000,-20.7592,20.7592,0.0000,0.0000,0.0000,0.0000,0.0000,1.7090,1.7090,0.0000,0.0001,-0.0002,0.0000,-0.0135,0.0141
30986,-7.4724,-28.8611,-274.1545,-54.1259,-68.0895,-71.1052,21.5426,0.0000,-20.7948,20.7948,0.0000,0.0000,0.0000,0.0000,0.0000,1.4648,1.5259,0.0000,0.0001,-0.0002,0.0000,-0.0150,0.0153
30996,-7.4449,-28.8392,-274.1545,-54.0984,-68.0510,-71.1052,21.5295,0.0000,-20.8280,20.8280,0.0000,0.0000,0.0000,0.0000,0.0000,1.3428,1.4038,0.0000,0.0001,-0.0002,0.0000,-0.0159,0.0166
31006,-7.4175,-28.8007,-274.1545,-54.0654,-68.0345,-71.1052,21.5184,0.0000,-20.8589,20.8589,0.0000,0.0000,0.0000,0.0000,0.0000,1.2207,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0189,0.0182
31016,-7.3900,-28.8007,-274.1545,-54.0654,-68.0181,-71.1052,21.5094,0.0000,-20.8861,20.8861,0.0000,0.0000,0.0000,0.0000,0.0000,1.0986,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0227,0.0199
31026,-7.3625,-28.7787,-274.1545,-54.0325,-68.0071,-71.1052,21.5027,0.0000,-20.9112,20.9112,0.0000,0.0000,0.0000,0.0000,0.0000,0.9766,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0272,0.0219
31036,-7.3625,-28.7568,-274.1545,-53.9720,-68.0016,-71.1052,21.4895,0.0000,-20.9358,20.9358,0.0000,0.0000,0.0000,0.0000,0.0000,0.9766,1.1597,0.0000,0.0001,-0.0001,0.0000,-0.0325,0.0228
31046,-7.3406,-28.7568,-274.1545,-53.9446,-67.9961,-71.0997,21.4730,0.0000,-20.9582,20.9582,0.0000,0.0000,0.0000,0.0000,0.0000,0.7935,1.1597,0.0000,0.0001,-0.0001,0.0000,-0.0386,0.0254
31056,-7.3131,-28.7073,-274.1545,-53.9116,-67.9961,-71.0997,21.4595,0.0000,-20.9796,20.9796,0.0000,0.0000,0.0000,0.0000,0.0000,0.6104,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0454,0.0280
31066,-7.3131,-28.6854,-274.1545,-53.8842,-67.9906,-71.0997,21.4455,0.0000,-21.0027,21.0027,0.0000,0.0000,0.0000,0.0000,0.0000,0.6104,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0530,0.0303
31076,-7.2911,-28.6579,-274.1545,-53.8512,-67.9961,-71.0997,21.4299,0.0000,-21.0255,21.0255,0.0000,0.0000,0.0000,0.0000,0.0000,0.5493,1.2817,0.0000,0.0001,-0.0001,0.0000,-0.0606,0.0326
31086,-7.2911,-28.6304,-274.1545,-53.8237,-67.9961,-71.0997,21.4142,0.0000,-21.0455,21.0455,0.0000,0.0000,0.0000,0.0000,0.0000,0.5493,1.2817,0.0000,0.0001,-0.0001,0.0000,-0.0623,0.0372
31096,-7.2692,-28.6030,-274.1545,-53.7908,-67.9961,-71.0997,21.3988,0.0000,-21.0627,21.0627,0.0000,0.0000,0.0000,0.0000,0.0000,0.4272,1.1597,0.0000,0.0001,-0.0001,0.0000,-0.0609,0.0388
31106,-7.2032,-28.6030,-274.1545,-53.7908,-68.0126,-71.0997,21.3822,0.0000,-21.0777,21.0777,0.0000,0.0000,0.0000,0.0000,0.0000,0.0610,1.1597,0.0000,0.0001,-0.0001,0.0000,-0.0708,0.0404
31116,-7.1813,-28.5535,-274.1545,-53.7633,-68.0126,-71.0997,21.3645,0.0000,-21.0920,21.0920,0.0000,0.0000,0.0000,0.0000,0.0000,0.1221,1.1597,0.0000,0.0001,-0.0001,0.0000,-0.0729,0.0417
31126,-7.1813,-28.5261,-274.1545,-53.7358,-68.0400,-71.0997,21.3471,0.0000,-21.1073,21.1073,0.0000,0.0000,0.0000,0.0000,0.0000,0.1221,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0711,0.0424
31136,-7.1593,-28.4986,-274.1545,-53.7084,-68.0565,-71.0997,21.3282,0.0000,-21.1222,21.1222,0.0000,0.0000,0.0000,0.0000,0.0000,0.2441,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0674,0.0423
31146,-7.1593,-28.4492,-274.1545,-53.7084,-68.0565,-71.0997,21.3095,0.0000,-21.1347,21.1347,0.0000,0.0000,0.0000,0.0000,0.0000,0.2441,1.4648,0.0000,0.0001,-0.0001,0.0000,-0.0647,0.0416
31156,-7.1373,-28.4492,-274.1545,-53.5491,-68.0895,-71.0997,21.2921,0.0000,-21.1454,21.1454,0.0000,0.0000,0.0000,0.0000,0.0000,0.3662,1.4648,0.0000,0.0001,-0.0001,0.0000,-0.0624,0.0411
31166,-7.1099,-28.4217,-274.1545,-53.5491,-68.1060,-71.0997,21.2738,0.0000,-21.1623,21.1623,0.0000,0.0000,0.0000,0.0000,0.0000,0.6104,1.4648,0.0000,0.0001,-0.0001,0.0000,-0.0600,0.0397
31176,-7.1099,-28.3942,-274.1545,-53.4722,-68.1169,-71.0997,21.2515,0.0000,-21.1867,21.1867,0.0000,0.0000,0.0000,0.0000,0.0000,0.6104,1.3428,0.0000,0.0001,-0.0001,0.0000,-0.0583,0.0383
31186,-7.0824,-28.3668,-274.1545,-53.4392,-68.1279,-71.0997,21.2236,0.0000,-21.2089,21.2089,0.0000,0.0000,0.0000,0.0000,0.0000,0.7935,1.3428,0.0000,0.0001,-0.0001,0.0000,-0.0570,0.0368
31196,-7.0549,-28.3393,-274.1545,-53.4008,-68.1334,-71.0997,21.1960,0.0000,-21.2242,21.2242,0.0000,0.0000,0.0000,0.0000,0.0000,1.0376,1.2817,0.0000,0.0001,-0.0001,0.0000,-0.0727,0.0470
31206,-7.0220,-28.3173,-274.1545,-53.4008,-68.1389,-71.0997,21.1671,0.0000,-21.2400,21.2400,0.0000,0.0000,0.0000,0.0000,0.0000,1.3428,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0619,0.0399
31216,-7.0220,-28.2898,-274.1545,-53.3623,-68.1389,-71.0942,21.1355,0.0000,-21.2584,21.2584,0.0000,0.0000,0.0000,0.0000,0.0000,1.3428,1.1597,0.0000,0.0001,-0.0001,0.0000,-0.0526,0.0340
31226,-6.9890,-28.2679,-274.1545,-53.3623,-68.1389,-71.0942,21.1008,0.0000,-21.2754,21.2754,0.0000,0.0000,0.0000,0.0000,0.0000,1.5869,1.0986,0.0000,0.0001,-0.0001,0.0000,-0.0448,0.0289
31236,-6.9561,-28.2679,-274.1545,-53.3623,-68.1334,-71.0942,21.0607,0.0000,-21.2896,21.2896,0.0000,0.0000,0.0000,0.0000,0.0000,1.7700,1.0986,0.0000,0.0001,-0.0001,0.0000,-0.0381,0.0246
31246,-6.8517,-28.2184,-274.1545,-53.3293,-68.1279,-71.0942,21.0179,0.0000,-21.2967,21.2967,0.0000,0.0000,0.0000,0.0000,0.0000,1.9531,1.3428,0.0000,0.0001,-0.0001,0.0000,-0.0324,0.0210
31256,-6.8517,-28.1910,-274.1545,-53.3019,-68.1224,-71.0942,20.9744,0.0000,-21.3057,21.3057,0.0000,0.0000,0.0000,0.0000,0.0000,1.9531,1.4648,0.0000,0.0001,-0.0001,0.0000,-0.0276,0.0178
31266,-6.8187,-28.1635,-274.1545,-53.3019,-68.1115,-71.0942,20.9313,0.0000,-21.3177,21.3177,0.0000,0.0000,0.0000,0.0000,0.0000,1.9531,1.5259,0.0000,0.0001,-0.0001,0.0000,-0.0235,0.0152
31276,-6.6979,-28.1305,-274.1545,-53.2689,-68.1060,-71.0942,20.8919,0.0000,-21.3260,21.3260,0.0000,0.0000,0.0000,0.0000,0.0000,1.7700,1.5869,0.0000,0.0001,-0.0001,0.0000,-0.0201,0.0129
31286,-6.6759,-28.0756,-274.1545,-53.2415,-68.0950,-71.0942,20.8557,0.0000,-21.3377,21.3377,0.0000,0.0000,0.0000,0.0000,0.0000,1.7090,1.5869,0.0000,0.0001,-0.0001,0.0000,-0.0171,0.0110
31296,-6.6539,-28.0756,-274.1545,-53.2140,-68.0895,-71.0942,20.8085,0.0000,-21.3488,21.3488,0.0000,0.0000,0.0000,0.0000,0.0000,1.5869,1.5869,0.0000,0.0001,-0.0001,0.0000,-0.0146,0.0094
31306,-6.6100,-28.0481,-274.1545,-53.1920,-68.0895,-71.0942,20.7570,0.0000,-21.3553,21.3553,0.0000,0.0000,0.0000,0.0000,0.0000,1.2817,1.5869,0.0000,0.0001,-0.0001,0.0000,-0.0124,0.0080
31316,-6.5990,-28.0262,-274.1545,-53.1426,-68.0840,-71.0942,20.7097,0.0000,-21.3612,21.3612,0.0000,0.0000,0.0000,0.0000,0.0000,1.0986,1.5259,0.0000,0.0001,-0.0001,0.0000,-0.0106,0.0068
31326,-6.5825,-28.0042,-274.1545,-53.1261,-68.0840,-71.0942,20.6643,0.0000,-21.3670,21.3670,0.0000,0.0000,0.0000,0.0000,0.0000,0.9766,1.4038,0.0000,0.0001,-0.0001,0.0000,-0.0091,0.0058
31336,-6.5715,-27.9822,-274.1545,-53.1041,-68.0840,-71.0887,20.6250,0.0000,-21.3710,21.3710,0.0000,0.0000,0.0000,0.0000,0.0000,0.8545,1.2207,0.0000,0.0001,-0.0001,0.0000,-0.0078,0.0050
31346,-6.5660,-27.9712,-274.1545,-53.0876,-68.0895,-71.0887,20.5922,0.0000,-21.3761,21.3761,0.0000,0.0000,0.0000,0.0000,0.0000,0.5493,1.0376,0.0000,0.0001,-0.0001,0.0000,-0.0066,0.0043
31356,-6.5660,-27.9548,-274.1545,-53.0712,-68.0895,-71.0887,20.5628,0.0000,-21.3832,21.3832,0.0000,0.0000,0.0000,0.0000,0.0000,0.5493,0.4272,0.0000,0.0001,-0.0001,0.0000,-0.0057,0.0036
31366,-6.5660,-27.9548,-274.1545,-53.0547,-68.0950,-71.0887,20.5344,0.0000,-21.3873,21.3873,0.0000,0.0000,0.0000,0.0000,0.0000,0.5493,0.4272,0.0000,0.0001,-0.0001,0.0000,-0.0049,0.0031
31376,-6.5605,-27.9548,-274.1545,-53.0217,-68.0950,-71.0887,20.5077,0.0000,-21.3908,21.3908,0.0000,0.0000,0.0000,0.0000,0.0000,0.4883,0.4272,0.0000,0.0001,-0.0001,0.0000,-0.0042,0.0027
31386,-6.5605,-27.9548,-274.1545,-53.0107,-68.1060,-71.0887,20.4830,0.0000,-21.3934,21.3934,0.0000,0.0000,0.0000,0.0000,0.0000,0.4883,-0.1831,0.0000,0.0001,-0.0001,0.0000,-0.0036,0.0023
31396,-6.5551,-27.9603,-274.1545,-53.0052,-68.1115,-71.0887,20.4604,0.0000,-21.3914,21.3914,0.0000,0.0000,0.0000,0.0000,0.0000,0.3052,-0.4272,0.0000,0.0001,-0.0002,0.0000,-0.0031,0.0020
31406,-6.5551,-27.9712,-274.1545,-52.9998,-68.1115,-71.0887,20.4410,0.0000,-21.3872,21.3872,0.0000,0.0000,0.0000,0.0000,0.0000,0.3052,-0.6714,0.0000,0.0002,-0.0002,0.0000,-0.0027,0.0017
31416,-6.5551,-27.9712,-274.1545,-52.9998,-68.1115,-71.0887,20.4249,0.0000,-21.3806,21.3806,0.0000,0.0000,0.0000,0.0000,0.0000,0.3052,-0.6714,0.0000,0.0002,-0.0002,0.0000,-0.0023,0.0015
31426,-6.5551,-28.0262,-274.1545,-52.9998,-68.1005,-71.0887,20.4113,0.0000,-21.3722,21.3722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.4648,0.0000,0.0002,-0.0002,0.0000,-0.0021,0.0013
31436,-6.5660,-28.0262,-274.1545,-53.0052,-68.1005,-71.0833,20.3992,0.0000,-21.3715,21.3715,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2441,-1.4648,0.0000,0.0002,-0.0002,0.0000,-0.0018,0.0011
31446,-6.5660,-28.0481,-274.1545,-53.0217,-68.0895,-71.0833,20.3883,0.0000,-21.3741,21.3741,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2441,-1.5869,0.0000,0.0002,-0.0003,0.0000,-0.0016,0.0009
31456,-6.6100,-28.0701,-274.1545,-53.0767,-68.0785,-71.0833,20.3791,0.0000,-21.3710,21.3710,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7935,-1.6479,0.0000,0.0002,-0.0003,0.0000,-0.0014,0.0008
31466,-6.6539,-28.0921,-274.1545,-53.0767,-68.0675,-71.0833,20.3721,0.0000,-21.3655,21.3655,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2817,-1.7700,0.0000,0.0003,-0.0003,0.0000,-0.0013,0.0007
31476,-6.6759,-28.1141,-274.1545,-53.1041,-68.0620,-71.0833,20.3675,0.0000,-21.3555,21.3555,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5259,-1.7700,0.0000,0.0003,-0.0003,0.0000,-0.0011,0.0006
31486,-6.7363,-28.1415,-274.1545,-53.1371,-68.0510,-71.0833,20.3615,0.0000,-21.3453,21.3453,0.0000,0.0000,0.0000,0.0000,0.0000,-2.4414,-1.8311,0.0000,0.0004,-0.0004,0.0000,-0.0010,0.0005
31496,-6.7803,-28.1910,-274.1545,-53.1700,-68.0400,-71.0833,20.3564,0.0000,-21.3389,21.3389,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1738,-1.8311,0.0000,0.0004,-0.0004,0.0000,-0.0009,0.0005
31506,-6.7803,-28.1910,-274.1545,-53.2030,-68.0345,-71.0833,20.3575,0.0000,-21.3310,21.3310,0.0000,0.0000,0.0000,0.0000,0.0000,-3.1738,-1.8311,0.0000,0.0005,-0.0004,0.0000,-0.0009,0.0004
31516,-6.8956,-28.2129,-274.1545,-53.2469,-68.0345,-71.0778,20.3636,0.0000,-21.3221,21.3221,0.0000,0.0000,0.0000,0.0000,0.0000,-4.8828,-1.8921,0.0000,0.0006,-0.0005,0.0000,-0.0008,0.0004
31526,-6.9670,-28.2404,-274.1545,-53.3458,-68.0345,-71.0778,20.3744,0.0000,-21.3150,21.3150,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7983,-2.0142,0.0000,0.0007,-0.0005,0.0000,-0.0007,0.0003
31536,-6.9670,-28.2679,-274.1545,-53.4008,-68.0345,-71.0613,20.3909,0.0000,-21.3102,21.3102,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7983,-1.9531,0.0000,0.0008,-0.0005,0.0000,-0.0007,0.0003
31546,-7.0439,-28.2898,-274.1545,-53.4667,-68.0455,-71.0503,20.4127,0.0000,-21.3047,21.3047,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7749,-1.8311,0.0000,0.0009,-0.0005,0.0000,-0.0006,0.0003
31556,-7.0439,-28.3063,-274.1545,-53.5381,-68.0455,-71.0228,20.4365,0.0000,-21.2988,21.2988,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7749,-1.8921,0.0000,0.0009,-0.0005,0.0000,-0.0006,0.0002
31566,-7.0439,-28.3283,-274.1545,-53.6095,-68.0730,-71.0118,20.4627,0.0000,-21.2983,21.2983,0.0000,0.0000,0.0000,0.0000,0.0000,-6.7749,-1.7700,0.0000,0.0009,-0.0005,0.0000,-0.0005,0.0002
31576,-7.1318,-28.3448,-274.1545,-53.6095,-68.0730,-70.9954,20.4938,0.0000,-21.3064,21.3064,0.0000,0.0000,0.0000,0.0000,0.0000,-7.6294,-1.4648,0.0000,0.0009,-0.0006,0.0000,-0.0005,0.0002
31586,-7.5109,-28.3668,-274.1545,-53.6864,-68.1060,-70.9954,20.5300,0.0000,-21.3151,21.3151,0.0000,0.0000,0.0000,0.0000,0.0000,-9.5215,-1.7090,0.0000,0.0025,-0.0006,0.0000,-0.0005,0.0002
31596,-7.6097,-28.3887,-274.1545,-53.8512,-68.1060,-70.9844,20.5741,0.0000,-21.3202,21.3202,0.0000,0.0000,0.0000,0.0000,0.0000,-9.5215,-2.4414,0.0000,0.0038,-0.0006,0.0000,-0.0004,0.0002
31606,-7.7086,-28.4217,-274.1545,-53.9281,-68.1060,-70.9789,20.6199,0.0000,-21.3337,21.3337,0.0000,0.0000,0.0000,0.0000,0.0000,-9.3384,-2.8076,0.0000,0.0049,-0.0006,0.0000,-0.0004,0.0002
31616,-7.7086,-28.4601,-274.1545,-54.0050,-68.1499,-70.9514,20.6667,0.0000,-21.3492,21.3492,0.0000,0.0000,0.0000,0.0000,0.0000,-9.3384,-3.0518,0.0000,0.0050,-0.0006,0.0000,-0.0004,0.0002
31626,-7.8899,-28.4986,-274.1545,-54.0764,-68.1609,-70.9404,20.7159,0.0000,-21.3610,21.3610,0.0000,0.0000,0.0000,0.0000,0.0000,-8.3618,-3.1738,0.0000,0.0058,-0.0006,0.0000,-0.0004,0.0002
31636,-7.9668,-28.5425,-274.1545,-54.0764,-68.1664,-70.9294,20.7592,0.0000,-21.3742,21.3742,0.0000,0.0000,0.0000,0.0000,0.0000,-7.6904,-3.1128,0.0000,0.0063,-0.0007,0.0000,-0.0003,0.0001
31646,-8.0382,-28.5810,-274.1545,-54.1368,-68.1664,-70.9130,20.7948,0.0000,-21.3852,21.3852,0.0000,0.0000,0.0000,0.0000,0.0000,-7.0190,-2.9907,0.0000,0.0065,-0.0007,0.0000,-0.0003,0.0001
31656,-8.1041,-28.6194,-274.1545,-54.1808,-68.1609,-70.9130,20.8280,0.0000,-21.3926,21.3926,0.0000,0.0000,0.0000,0.0000,0.0000,-6.4087,-2.8076,0.0000,0.0065,-0.0007,0.0000,-0.0003,0.0001
31666,-8.1646,-28.6579,-274.1545,-54.2412,-68.1499,-70.9130,20.8589,0.0000,-21.3971,21.3971,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7983,-2.3193,0.0000,0.0063,-0.0008,0.0000,-0.0003,0.0001
31676,-8.1646,-28.6579,-274.1545,-54.2467,-68.1499,-70.9130,20.8861,0.0000,-21.3991,21.3991,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7983,-2.3193,0.0000,0.0058,-0.0008,0.0000,-0.0003,0.0001
31686,-8.1646,-28.7018,-274.1545,-54.2412,-68.1334,-70.8525,20.9112,0.0000,-21.3986,21.3986,0.0000,0.0000,0.0000,0.0000,0.0000,-5.7983,-0.8545,0.0000,0.0052,-0.0008,0.0000,-0.0002,0.0001
31696,-8.2195,-28.7183,-274.1545,-54.2412,-68.1169,-70.8306,20.9358,0.0000,-21.3967,21.3967,0.0000,0.0000,0.0000,0.0000,0.0000,-5.0659,0.0000,0.0000,0.0048,-0.0008,0.0000,-0.0002,0.0001
