Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,R_command_actuator,L_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,L_P,L_D,R_P,R_D,scale_runtime,torque_delay_ms,filter_type,filter_cutoff_hz,filter_order,filter_enable_vr,filter_enable_torque,filter_cfg_seq,filter_source,filter_base_mode,filter_base_desc,filter_runtime_desc,tag,tag_raw
57.8679,2.1214,10.5903,0.7324,-0.7935,-2.593569,-0.747992,-0.997323,-3.458093,-0.997323,-3.458093,-0.857940,-0.114281,-3.313007,-0.163228,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.8777,2.1214,10.5903,0.1221,-0.7935,-2.600384,-0.738665,-0.984887,-3.467178,-0.984887,-3.467178,-0.836725,-0.117378,-3.345433,-0.144121,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.8877,2.0994,10.5903,-1.9531,-0.7935,-2.609013,-0.726806,-0.969075,-3.478684,-0.969075,-3.478684,-0.813503,-0.119806,-3.379410,-0.125371,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.8977,2.0390,10.5903,-2.9907,-0.7935,-2.619248,-0.712723,-0.950298,-3.492331,-0.950298,-3.492331,-0.788997,-0.121148,-3.414076,-0.107190,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9077,2.0115,10.5903,-2.2583,-0.7935,-2.630754,-0.696694,-0.928926,-3.507672,-0.928926,-3.507672,-0.764288,-0.120751,-3.448362,-0.089685,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9177,1.9950,10.6727,-0.9766,0.6104,-2.643043,-0.678996,-0.905328,-3.524057,-0.905328,-3.524057,-0.740420,-0.118006,-3.481423,-0.072940,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9278,1.9895,10.6727,-0.0000,0.6104,-2.655561,-0.659928,-0.879905,-3.540748,-0.879905,-3.540748,-0.718077,-0.112773,-3.512712,-0.057134,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9378,1.9895,10.8100,-0.3052,0.2441,-2.667818,-0.639862,-0.853149,-3.557090,-0.853149,-3.557090,-0.697752,-0.105534,-3.541788,-0.042576,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9478,1.9895,10.8265,-0.3052,-0.0610,-2.679491,-0.619306,-0.825741,-3.572654,-0.825741,-3.572654,-0.679787,-0.097105,-3.568446,-0.029560,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9578,1.9895,10.8375,-0.4883,-0.3662,-2.690436,-0.598915,-0.798553,-3.587248,-0.798553,-3.587248,-0.664277,-0.088228,-3.592629,-0.018171,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9678,1.9950,10.8375,-0.1221,-0.4272,-2.700619,-0.579377,-0.772503,-3.600825,-0.772503,-3.600825,-0.651184,-0.079358,-3.614261,-0.008253,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9778,2.0005,10.8430,0.3052,-0.3052,-2.710009,-0.561263,-0.748351,-3.613345,-0.748351,-3.613345,-0.640404,-0.070714,-3.633359,0.000474,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9878,2.0115,10.8430,0.7935,-0.3052,-2.718529,-0.544937,-0.726582,-3.624705,-0.726582,-3.624705,-0.631732,-0.062450,-3.650110,0.008278,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
57.9979,2.0115,10.8430,0.7935,-0.3662,-2.726093,-0.530548,-0.707398,-3.634791,-0.707398,-3.634791,-0.624868,-0.054771,-3.664810,0.015332,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0079,2.0390,10.8430,1.1597,-0.2441,-2.732676,-0.518099,-0.690798,-3.643568,-0.690798,-3.643568,-0.619468,-0.047922,-3.677805,0.021718,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0179,2.0390,10.8430,1.1597,-0.2441,-2.738347,-0.507505,-0.676674,-3.651129,-0.676674,-3.651129,-0.615165,-0.042128,-3.689474,0.027464,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0279,2.0554,10.8485,1.0376,-0.0000,-2.743277,-0.498646,-0.664862,-3.657703,-0.664862,-3.657703,-0.611604,-0.037538,-3.700180,0.032569,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0379,2.0829,10.8540,0.6104,-0.0000,-2.747707,-0.491377,-0.655169,-3.663609,-0.655169,-3.663609,-0.608509,-0.034186,-3.710234,0.037009,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0479,2.0884,10.8595,0.3052,0.0610,-2.751900,-0.485529,-0.647372,-3.669200,-0.647372,-3.669200,-0.605713,-0.031955,-3.719858,0.040743,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0580,2.0884,10.8595,-0.0000,0.0610,-2.756101,-0.480912,-0.641216,-3.674802,-0.641216,-3.674802,-0.603133,-0.030587,-3.729146,0.043741,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0680,2.0884,10.8595,-0.0000,0.0610,-2.760492,-0.477305,-0.636406,-3.680656,-0.636406,-3.680656,-0.600786,-0.029741,-3.738064,0.045999,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0780,2.0884,10.8595,-0.0000,0.0610,-2.765158,-0.474477,-0.632636,-3.686877,-0.632636,-3.686877,-0.598785,-0.029093,-3.746480,0.047548,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0880,2.0884,10.9034,-0.0000,0.3662,-2.770084,-0.472223,-0.629630,-3.693445,-0.629630,-3.693445,-0.597284,-0.028412,-3.754256,0.048436,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.0980,2.0884,10.9144,-0.2441,0.3052,-2.775178,-0.470396,-0.627194,-3.700238,-0.627194,-3.700238,-0.596436,-0.027583,-3.761296,0.048704,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1080,2.0939,10.9199,-0.3052,-0.5493,-2.780316,-0.468931,-0.625241,-3.707089,-0.625241,-3.707089,-0.596375,-0.026559,-3.767493,0.048384,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1180,2.0939,10.9144,-0.3052,-0.0610,-2.785364,-0.467834,-0.623779,-3.713818,-0.623779,-3.713818,-0.597193,-0.025308,-3.772730,0.047570,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1281,2.0994,10.9199,0.3662,0.4883,-2.790179,-0.467149,-0.622866,-3.720238,-0.622866,-3.720238,-0.598928,-0.023818,-3.776942,0.046414,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1381,2.1104,10.9254,1.0376,0.3662,-2.794618,-0.466928,-0.622571,-3.726158,-0.622571,-3.726158,-0.601558,-0.022162,-3.780134,0.045015,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1481,2.1214,10.9254,1.1597,0.3662,-2.798571,-0.467227,-0.622970,-3.731427,-0.622970,-3.731427,-0.605012,-0.020571,-3.782380,0.043345,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1581,2.1214,10.9254,1.1597,0.3662,-2.801997,-0.468121,-0.624161,-3.735995,-0.624161,-3.735995,-0.609137,-0.019386,-3.783809,0.041328,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1681,2.1378,10.9254,0.7324,0.3662,-2.804948,-0.469706,-0.626275,-3.739930,-0.626275,-3.739930,-0.613722,-0.018906,-3.784607,0.038921,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1781,2.1378,10.9254,-0.4272,0.1831,-2.807546,-0.472069,-0.629426,-3.743395,-0.629426,-3.743395,-0.618553,-0.019230,-3.784973,0.036146,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1881,2.1378,10.9034,-0.4272,-0.0000,-2.809937,-0.475228,-0.633638,-3.746583,-0.633638,-3.746583,-0.623476,-0.020160,-3.785041,0.033078,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.1982,2.1323,10.8924,-0.7935,-0.0000,-2.812233,-0.479081,-0.638774,-3.749645,-0.638774,-3.749645,-0.628443,-0.021266,-3.784808,0.029842,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2082,2.1104,10.8924,-0.9766,-0.0000,-2.814463,-0.483401,-0.644535,-3.752618,-0.644535,-3.752618,-0.633513,-0.022062,-3.784174,0.026585,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2182,2.0994,10.8814,-0.9766,-0.1221,-2.816555,-0.487896,-0.650528,-3.755407,-0.650528,-3.755407,-0.638807,-0.022168,-3.782986,0.023434,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2282,2.0994,10.8704,-0.9766,-0.1221,-2.818354,-0.492284,-0.656378,-3.757805,-0.656378,-3.757805,-0.644476,-0.021365,-3.781055,0.020478,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2382,2.0939,10.8595,-1.0376,-0.0610,-2.819659,-0.496371,-0.661828,-3.759545,-0.661828,-3.759545,-0.650663,-0.019594,-3.778214,0.017773,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2482,2.0719,10.8595,-1.8311,-0.0610,-2.820269,-0.500078,-0.666771,-3.760359,-0.666771,-3.760359,-0.657446,-0.016896,-3.774348,0.015342,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2582,2.0554,10.8265,-2.1973,-0.0000,-2.820016,-0.503421,-0.671229,-3.760021,-0.671229,-3.760021,-0.664850,-0.013290,-3.769367,0.013178,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2683,2.0335,10.7990,-2.8687,-1.8921,-2.818774,-0.506454,-0.675271,-3.758365,-0.675271,-3.758365,-0.672906,-0.008686,-3.763144,0.011292,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2783,2.0060,10.7606,-3.3569,-1.4648,-2.816434,-0.509203,-0.678937,-3.755245,-0.678937,-3.755245,-0.681645,-0.002871,-3.755532,0.009831,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2883,1.9785,10.7496,-3.1738,0.5493,-2.812856,-0.511634,-0.682179,-3.750474,-0.682179,-3.750474,-0.691074,0.004414,-3.746432,0.009068,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.2983,1.9785,10.7386,-3.1738,1.5259,-2.807862,-0.513643,-0.684857,-3.743816,-0.684857,-3.743816,-0.701229,0.013360,-3.735798,0.009084,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3083,1.9566,10.7441,-2.8687,1.6479,-2.801305,-0.515114,-0.686819,-3.735074,-0.686819,-3.735074,-0.712296,0.023978,-3.723576,0.009491,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3183,1.9126,10.7441,-2.3804,1.6479,-2.793178,-0.516023,-0.688031,-3.724238,-0.688031,-3.724238,-0.724638,0.036066,-3.709607,0.009574,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3283,1.8961,10.7331,-2.6245,-0.4883,-2.783647,-0.516524,-0.688698,-3.711529,-0.688698,-3.711529,-0.738609,0.049252,-3.693602,0.008727,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3384,1.8797,10.7331,-1.9531,-0.4883,-2.772944,-0.516954,-0.689272,-3.697259,-0.689272,-3.697259,-0.754342,0.063085,-3.675272,0.006821,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3484,1.8687,10.7880,-1.2817,2.4414,-2.761218,-0.517744,-0.690326,-3.681624,-0.690326,-3.681624,-0.771679,0.077113,-3.654555,0.004190,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3584,1.8577,10.7880,-1.1597,2.4414,-2.748463,-0.519281,-0.692374,-3.664618,-0.692374,-3.664618,-0.790219,0.090875,-3.631755,0.001149,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3684,1.8577,10.8210,-1.1597,2.5635,-2.734644,-0.521822,-0.695763,-3.646192,-0.695763,-3.646192,-0.809466,0.103917,-3.607435,-0.002424,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3800,1.8577,10.8540,-1.1597,2.5635,-2.719882,-0.525486,-0.700648,-3.626510,-0.700648,-3.626510,-0.829078,0.115876,-3.582086,-0.006964,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3884,1.8577,10.8540,0.3052,2.5635,-2.704532,-0.530296,-0.707061,-3.606042,-0.707061,-3.606042,-0.848800,0.126523,-3.556035,-0.012842,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.3985,1.8687,10.8540,0.7935,2.5635,-2.689089,-0.536226,-0.714967,-3.585452,-0.714967,-3.585452,-0.868303,0.135655,-3.529617,-0.020187,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.4085,1.8797,10.9199,1.1597,1.9531,-2.674052,-0.543224,-0.724299,-3.565402,-0.724299,-3.565402,-0.887343,0.142962,-3.503251,-0.028902,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
58.4185,1.8961,10.9913,1.3428,0.7935,-2.659828,-0.551263,-0.735017,-3.546438,-0.735017,-3.546438,-0.905713,0.148072,-3.477461,-0.038688,0.7500,0.000,butterworth,12.000,2,1,1,6,runtime_override,preset,"in_pos=butter_1_5hz_2nd, in_vel=butter_1_5hz_2nd, vel=butter_6hz_2nd, ref=butter_1_5hz_2nd, torque=butter_1_5hz_2nd","type=butterworth, cutoff=12.00Hz, order=2, vel=1, ref=1, torque=1",,
